Item,Period,Opening,Receipts,Demand,Closing,OnOrder,SafetyStock,ReorderPoint,OrderPlaced,BelowSafety,Stockout
TYRE-700C,2,199.01,0.0,250.99,-51.98,1860.0,590.0,1656.0,0.0,True,True
TYRE-700C,3,-51.98,0.0,289.77,-341.75,2480.0,590.0,1656.0,620.0,True,True
TYRE-700C,4,-341.75,0.0,328.54,-670.29,2480.0,590.0,1656.0,0.0,True,True
TYRE-700C,5,-670.29,1860.0,334.66,855.05,1240.0,590.0,1656.0,620.0,False,False
TYRE-700C,6,855.05,0.0,330.58,524.47,1240.0,590.0,1656.0,0.0,True,False
TYRE-700C,7,524.47,620.0,293.85,850.62,1240.0,590.0,1656.0,620.0,False,False
TYRE-700C,8,850.62,0.0,267.32,583.3,1240.0,590.0,1656.0,0.0,True,False
TYRE-700C,9,583.3,620.0,242.83,960.47,1240.0,590.0,1656.0,620.0,False,False
TYRE-700C,10,960.47,0.0,220.39,740.08,1240.0,590.0,1656.0,0.0,False,False
TYRE-700C,11,740.08,620.0,204.06,1156.02,620.0,590.0,1656.0,0.0,False,False
TYRE-700C,12,1156.02,0.0,220.39,935.63,1240.0,590.0,1656.0,620.0,False,False
TYRE-20,1,1350.0,0.0,314.25,1035.75,800.0,640.0,1583.0,800.0,False,False
TYRE-20,2,1035.75,0.0,314.25,721.5,1600.0,640.0,1583.0,800.0,False,False
TYRE-20,3,721.5,0.0,314.25,407.25,1600.0,640.0,1583.0,0.0,True,False
TYRE-20,4,407.25,800.0,314.25,893.0,800.0,640.0,1583.0,0.0,False,False
TYRE-20,5,893.0,800.0,314.25,1378.75,800.0,640.0,1583.0,800.0,False,False
TYRE-20,6,1378.75,0.0,314.25,1064.5,800.0,640.0,1583.0,0.0,False,False
TYRE-20,7,1064.5,0.0,314.25,750.25,1600.0,640.0,1583.0,800.0,False,False
TYRE-20,8,750.25,800.0,314.25,1236.0,800.0,640.0,1583.0,0.0,False,False
TYRE-20,9,1236.0,0.0,314.25,921.75,800.0,640.0,1583.0,0.0,False,False
TYRE-20,10,921.75,800.0,314.25,1407.5,800.0,640.0,1583.0,800.0,False,False
TYRE-20,11,1407.5,0.0,314.25,1093.25,800.0,640.0,1583.0,0.0,False,False
TYRE-20,12,1093.25,0.0,314.25,779.0,1600.0,640.0,1583.0,800.0,False,False
CHAIN,1,1850.0,0.0,467.3,1382.7,3700.0,840.0,1790.0,3700.0,False,False
CHAIN,2,1382.7,0.0,467.3,915.4,3700.0,840.0,1790.0,0.0,False,False
CHAIN,3,915.4,3700.0,486.69,4128.71,0.0,840.0,1790.0,0.0,False,False
CHAIN,4,4128.71,0.0,506.07,3622.64,0.0,840.0,1790.0,0.0,False,False
CHAIN,5,3622.64,0.0,509.13,3113.51,0.0,840.0,1790.0,0.0,False,False
CHAIN,6,3113.51,0.0,507.09,2606.42,0.0,840.0,1790.0,0.0,False,False
CHAIN,7,2606.42,0.0,488.73,2117.69,0.0,840.0,1790.0,0.0,False,False
CHAIN,8,2117.69,0.0,475.46,1642.23,3700.0,840.0,1790.0,3700.0,False,False
CHAIN,9,1642.23,0.0,463.22,1179.01,3700.0,840.0,1790.0,0.0,False,False
CHAIN,10,1179.01,3700.0,451.99,4427.02,0.0,840.0,1790.0,0.0,False,False
CHAIN,11,4427.02,0.0,443.83,3983.19,0.0,840.0,1790.0,0.0,False,False
CHAIN,12,3983.19,0.0,451.99,3531.2,0.0,840.0,1790.0,0.0,False,False
CRANKSET,1,2050.0,0.0,467.3,1582.7,1150.0,980.0,2405.0,1150.0,False,False
CRANKSET,2,1582.7,0.0,467.3,1115.4,2300.0,980.0,2405.0,1150.0,False,False
CRANKSET,3,1115.4,0.0,486.69,628.71,2300.0,980.0,2405.0,0.0,True,False
CRANKSET,4,628.71,1150.0,506.07,1272.64,1150.0,980.0,2405.0,0.0,False,False
CRANKSET,5,1272.64,1150.0,509.13,1913.51,1150.0,980.0,2405.0,1150.0,False,False
CRANKSET,6,1913.51,0.0,507.09,1406.42,1150.0,980.0,2405.0,0.0,False,False
CRANKSET,7,1406.42,0.0,488.73,917.69,2300.0,980.0,2405.0,1150.0,True,False
CRANKSET,8,917.69,1150.0,475.46,1592.23,1150.0,980.0,2405.0,0.0,False,False
CRANKSET,9,1592.23,0.0,463.22,1129.01,2300.0,980.0,2405.0,1150.0,False,False
CRANKSET,10,1129.01,1150.0,451.99,1827.02,1150.0,980.0,2405.0,0.0,False,False
CRANKSET,11,1827.02,0.0,443.83,1383.19,1150.0,980.0,2405.0,0.0,False,False
CRANKSET,12,1383.19,1150.0,451.99,2081.2,1150.0,980.0,2405.0,1150.0,False,False
DERAILLEUR,1,610.0,0.0,310.17,299.83,2730.0,850.0,2440.0,2730.0,True,False
DERAILLEUR,2,299.83,0.0,310.17,-10.34,2730.0,850.0,2440.0,0.0,True,True
DERAILLEUR,3,-10.34,0.0,329.56,-339.9,3640.0,850.0,2440.0,910.0,True,True
DERAILLEUR,4,-339.9,0.0,348.94,-688.84,3640.0,850.0,2440.0,0.0,True,True
DERAILLEUR,5,-688.84,0.0,352.0,-1040.84,3640.0,850.0,2440.0,0.0,True,True
DERAILLEUR,6,-1040.84,2730.0,349.96,1339.2,1820.0,850.0,2440.0,910.0,False,False
DERAILLEUR,7,1339.2,0.0,331.6,1007.6,1820.0,850.0,2440.0,0.0,False,False
DERAILLEUR,8,1007.6,910.0,318.33,1599.27,910.0,850.0,2440.0,0.0,False,False
DERAILLEUR,9,1599.27,0.0,306.09,1293.18,1820.0,850.0,2440.0,910.0,False,False
DERAILLEUR,10,1293.18,0.0,294.87,998.31,1820.0,850.0,2440.0,0.0,False,False
DERAILLEUR,11,998.31,910.0,286.71,1621.6,910.0,850.0,2440.0,0.0,False,False
DERAILLEUR,12,1621.6,0.0,294.87,1326.73,1820.0,850.0,2440.0,910.0,False,False
ALU-TUBE-STK,1,7150.0,0.0,1453.97,5696.03,4300.0,3700.0,9669.0,4300.0,False,False
ALU-TUBE-STK,2,5696.03,0.0,1453.97,4242.06,8600.0,3700.0,9669.0,4300.0,False,False
ALU-TUBE-STK,3,4242.06,0.0,1549.8,2692.26,8600.0,3700.0,9669.0,0.0,True,False
ALU-TUBE-STK,4,2692.26,0.0,1645.64,1046.62,12900.0,3700.0,9669.0,4300.0,True,False
ALU-TUBE-STK,5,1046.62,4300.0,1660.77,3685.85,8600.0,3700.0,9669.0,0.0,True,False
ALU-TUBE-STK,6,3685.85,4300.0,1650.68,6335.17,4300.0,3700.0,9669.0,0.0,False,False
ALU-TUBE-STK,7,6335.17,0.0,1559.89,4775.28,8600.0,3700.0,9669.0,4300.0,False,False
ALU-TUBE-STK,8,4775.28,4300.0,1494.32,7580.96,4300.0,3700.0,9669.0,0.0,False,False
ALU-TUBE-STK,9,7580.96,0.0,1433.79,6147.17,4300.0,3700.0,9669.0,0.0,False,False
ALU-TUBE-STK,10,6147.17,0.0,1378.31,4768.86,8600.0,3700.0,9669.0,4300.0,False,False
ALU-TUBE-STK,11,4768.86,4300.0,1337.96,7730.9,4300.0,3700.0,9669.0,0.0,False,False
ALU-TUBE-STK,12,7730.9,0.0,1378.31,6352.59,4300.0,3700.0,9669.0,0.0,False,False
STL-TUBE-STK,1,2700.0,0.0,574.13,2125.87,1750.0,1300.0,3022.0,1750.0,False,False
STL-TUBE-STK,2,2125.87,0.0,574.13,1551.74,1750.0,1300.0,3022.0,0.0,False,False
STL-TUBE-STK,3,1551.74,0.0,574.13,977.61,3500.0,1300.0,3022.0,1750.0,True,False
STL-TUBE-STK,4,977.61,1750.0,574.13,2153.48,1750.0,1300.0,3022.0,0.0,False,False
STL-TUBE-STK,5,2153.48,0.0,574.13,1579.35,1750.0,1300.0,3022.0,0.0,False,False
STL-TUBE-STK,6,1579.35,1750.0,574.13,2755.22,1750.0,1300.0,3022.0,1750.0,False,False
STL-TUBE-STK,7,2755.22,0.0,574.13,2181.09,1750.0,1300.0,3022.0,0.0,False,False
STL-TUBE-STK,8,2181.09,0.0,574.13,1606.96,1750.0,1300.0,3022.0,0.0,False,False
STL-TUBE-STK,9,1606.96,1750.0,574.13,2782.83,1750.0,1300.0,3022.0,1750.0,False,False
STL-TUBE-STK,10,2782.83,0.0,574.13,2208.7,1750.0,1300.0,3022.0,0.0,False,False
STL-TUBE-STK,11,2208.7,0.0,574.13,1634.57,1750.0,1300.0,3022.0,0.0,False,False
STL-TUBE-STK,12,1634.57,1750.0,574.13,2810.44,1750.0,1300.0,3022.0,1750.0,False,False
PAINT-PWD,1,610.0,0.0,147.53,462.47,1664.0,290.0,590.0,1664.0,False,False
PAINT-PWD,2,462.47,0.0,147.53,314.94,1664.0,290.0,590.0,0.0,False,False
PAINT-PWD,3,314.94,1664.0,153.59,1825.35,0.0,290.0,590.0,0.0,False,False
PAINT-PWD,4,1825.35,0.0,159.65,1665.7,0.0,290.0,590.0,0.0,False,False
PAINT-PWD,5,1665.7,0.0,160.61,1505.09,0.0,290.0,590.0,0.0,False,False
PAINT-PWD,6,1505.09,0.0,159.97,1345.12,0.0,290.0,590.0,0.0,False,False
PAINT-PWD,7,1345.12,0.0,154.23,1190.89,0.0,290.0,590.0,0.0,False,False
PAINT-PWD,8,1190.89,0.0,150.08,1040.81,0.0,290.0,590.0,0.0,False,False
PAINT-PWD,9,1040.81,0.0,146.25,894.56,0.0,290.0,590.0,0.0,False,False
PAINT-PWD,10,894.56,0.0,142.74,751.82,0.0,290.0,590.0,0.0,False,False
PAINT-PWD,11,751.82,0.0,140.19,611.63,0.0,290.0,590.0,0.0,False,False
PAINT-PWD,12,611.63,0.0,142.74,468.89,1664.0,290.0,590.0,1664.0,False,False
