Item,LowLevelCode,SourceType,Week,GR,SR,PAB,NR,PORcpt,PORel
TYRE-700C,2,P,9,204.061,0.0,648.843,0.0,0.0,0.0
TYRE-700C,2,P,10,220.386,0.0,1048.457,161.543,620.0,0.0
TYRE-700C,2,P,11,0.0,0.0,1048.457,0.0,0.0,0.0
TYRE-700C,2,P,12,0.0,0.0,1048.457,0.0,0.0,0.0
ALU-TUBE-STK,3,P,1,198.519,0.0,6951.481,0.0,0.0,4300.0
ALU-TUBE-STK,3,P,2,817.116,0.0,6134.365,0.0,0.0,0.0
ALU-TUBE-STK,3,P,3,726.325,0.0,5408.04,0.0,0.0,0.0
ALU-TUBE-STK,3,P,4,1357.236,0.0,4050.804,0.0,0.0,4300.0
ALU-TUBE-STK,3,P,5,1433.791,0.0,6917.013,1082.987,4300.0,0.0
ALU-TUBE-STK,3,P,6,1378.308,0.0,5538.706,0.0,0.0,0.0
ALU-TUBE-STK,3,P,7,1337.956,0.0,4200.749,0.0,0.0,0.0
ALU-TUBE-STK,3,P,8,1378.308,0.0,7122.442,877.558,4300.0,0.0
ALU-TUBE-STK,3,P,9,0.0,0.0,7122.442,0.0,0.0,0.0
ALU-TUBE-STK,3,P,10,0.0,0.0,7122.442,0.0,0.0,0.0
ALU-TUBE-STK,3,P,11,0.0,0.0,7122.442,0.0,0.0,0.0
ALU-TUBE-STK,3,P,12,0.0,0.0,7122.442,0.0,0.0,0.0
STL-TUBE-STK,3,P,1,0.0,0.0,2700.0,0.0,0.0,1750.0
STL-TUBE-STK,3,P,2,1157.447,0.0,1542.553,0.0,0.0,0.0
STL-TUBE-STK,3,P,3,0.0,0.0,1542.553,0.0,0.0,0.0
STL-TUBE-STK,3,P,4,1157.447,0.0,2135.106,914.894,1750.0,1750.0
STL-TUBE-STK,3,P,5,0.0,0.0,2135.106,0.0,0.0,0.0
STL-TUBE-STK,3,P,6,0.0,0.0,2135.106,0.0,0.0,0.0
STL-TUBE-STK,3,P,7,1157.447,0.0,2727.66,322.34,1750.0,0.0
STL-TUBE-STK,3,P,8,0.0,0.0,2727.66,0.0,0.0,0.0
STL-TUBE-STK,3,P,9,0.0,0.0,2727.66,0.0,0.0,0.0
STL-TUBE-STK,3,P,10,0.0,0.0,2727.66,0.0,0.0,0.0
STL-TUBE-STK,3,P,11,0.0,0.0,2727.66,0.0,0.0,0.0
STL-TUBE-STK,3,P,12,0.0,0.0,2727.66,0.0,0.0,0.0
